author_id,name,fields_of_study,publication_count,h_index,citation_count,avg_self_similarity,std_self_similarity
A5023938649,Mona Jalilvand,Physics and Astronomy,11,6,165,0.564406,0.134699
A5033320202,Raminder Gill,Neuroscience; Physics and Astronomy; Materials Science,15,6,262,0.330183,0.231365
A5016074470,Hanh D. M. Pham,Physics and Astronomy; Chemistry; Chemical Engineering,11,6,125,0.403464,0.129807
A5110074030,M. He,Physics and Astronomy; Computer Science,16,6,266,0.259407,0.15589
A5107901364,N. Warrack,Physics and Astronomy,12,6,304,,
A5104302616,Nouf F. AlQahtani,Physics and Astronomy; Engineering,12,6,103,0.393434,0.126623
A5107913155,Zhou Zhou,Engineering; Physics and Astronomy,21,6,376,0.211307,0.182983
A5093257135,Bikash Kharel,Physics and Astronomy; Earth and Planetary Sciences,21,6,143,0.665771,0.09935
A5083357703,Cristyn B. Williams,Neuroscience; Physics and Astronomy; Psychology,12,6,299,0.529971,0.122412
A5100550284,Jinyu Zhou,"Environmental Science; Biochemistry, Genetics and Molecular Biology; Physics and Astronomy",22,6,289,0.280633,0.109693
A5101298257,Shiyi Liang,Physics and Astronomy; Computer Science,54,6,113,,
A5107916527,C. Nelson,Physics and Astronomy,8,6,280,,
A5057737574,Liam Carroll,Medicine; Physics and Astronomy; Engineering,16,6,128,0.484583,0.109781
A5052840061,Jessica Churchill,Physics and Astronomy; Engineering,16,6,120,0.482299,0.24815
A5051518544,Andreas Wallucks,Physics and Astronomy; Engineering; Computer Science,22,6,293,0.404442,0.20698
A5036033182,Yasmeen Hitti,Agricultural and Biological Sciences; Physics and Astronomy; Computer Science,9,6,120,0.330783,0.223066
A5109195639,J. M. Blair,Mathematics; Computer Science; Physics and Astronomy,13,6,367,0.607514,0.120431
A5031903723,Stephanie D. Warner,Environmental Science; Physics and Astronomy; Earth and Planetary Sciences,9,6,130,0.329865,0.2395
A5029390810,Thomas C. Abbott,Physics and Astronomy; Computer Science; Earth and Planetary Sciences,16,6,92,0.497601,0.198712
A5024221033,M. Bourg,Physics and Astronomy; Chemistry; Earth and Planetary Sciences,9,6,476,0.521035,0.077516
A5024186133,Lynda Cockins,Physics and Astronomy; Engineering,9,6,272,0.660024,0.101624
A5098489779,Charles St-Arnault,Engineering; Physics and Astronomy,23,6,102,0.541585,0.09407
A5034012305,Piotr Pater,Medicine; Physics and Astronomy,35,6,268,0.412343,0.182597
A5011441186,N. B. de Takacsy,Physics and Astronomy; Engineering,9,6,167,0.357535,0.125733
A5106634373,Tony T.Y. Lin,Physics and Astronomy,13,6,145,0.409873,0.242941
A5049079513,Thomas M. Fitzgerald,Engineering; Physics and Astronomy,24,6,128,0.32945,0.160589
A5113946597,Samuel Cheng,Engineering; Physics and Astronomy,18,6,90,0.54758,0.197427
A5107924722,S. H. Robertson,Physics and Astronomy,7,6,160,,
A5107916466,R. Hulsken,Physics and Astronomy,7,6,142,,
A5105190488,A. Robinson,Physics and Astronomy,7,6,306,,
A5055987019,Zhuoran Wang,Physics and Astronomy; Engineering,25,6,94,0.48424,0.13315
A5038730671,G. Honnouvo,Physics and Astronomy; Mathematics,18,6,127,0.536217,0.110295
A5110856673,Jon P. Webb,Engineering; Physics and Astronomy,26,6,93,0.468129,0.16201
A5105938447,Miranda Jackson,Physics and Astronomy; Computer Science,26,6,340,0.39828,0.244267
A5046740196,W. N. Rowan‐Weetaluktuk,Physics and Astronomy; Materials Science; Engineering,13,6,584,0.36106,0.227293
A5111934887,A. Robichaud-Veronneau,Physics and Astronomy; Computer Science,6,6,2050,,
A5111932912,B. Hinrichsen,Physics and Astronomy,6,6,243,,
A5111932279,H. Guler,Physics and Astronomy,6,6,371,,
A5080869094,J.M. Cruz-Hernandez,Engineering; Materials Science; Physics and Astronomy,7,6,382,0.643961,0.184884
A5110083446,P. M. Patel,Physics and Astronomy,6,6,264,,
A5108075164,N. Hussain,Physics and Astronomy,6,6,177,,
A5107921508,Z. Li,Physics and Astronomy,6,6,123,,
A5107916478,T. Kwan,Physics and Astronomy,6,6,146,,
A5107907326,S. Saha,Physics and Astronomy,6,6,175,,
A5083256582,Yixiang Hu,Engineering; Physics and Astronomy,19,6,127,0.578419,0.081658
A5062035929,Jingyu Sun,"Biochemistry, Genetics and Molecular Biology; Medicine; Physics and Astronomy",19,6,98,0.409072,0.251402
A5105718201,Theodoros Vafeiadis,Physics and Astronomy; Computer Science,27,6,82,,
A5103202955,M.F. James,Engineering; Physics and Astronomy,27,6,206,0.183984,0.104095
A5107885318,X. Li,Physics and Astronomy,6,5,449,,
A5106542339,S. H. Robertson,Physics and Astronomy,6,5,451,,
A5105685087,P. M. Patel,Physics and Astronomy; Medicine,6,5,110,,
A5105187609,M. Schram,Physics and Astronomy,6,5,338,,
A5028206585,Mohamad Ataya,Chemistry; Chemical Engineering; Physics and Astronomy,10,5,112,0.36229,0.170939
A5103174644,Milani Sivapragasam,Medicine; Physics and Astronomy,6,5,97,0.276275,0.289313
A5109636321,D. Robinson,Physics and Astronomy,14,5,581,0.304363,0.313078
A5027187959,Justin Huneault,Engineering; Physics and Astronomy; Materials Science,27,5,101,0.541039,0.122622
A5013133795,Jared Splinter,Physics and Astronomy; Engineering,19,5,161,0.437542,0.292178
A5077911778,Micheline Gosselin,Physics and Astronomy; Medicine; Dentistry,14,5,110,0.352539,0.17868
A5111197394,G. Bédard,Medicine; Physics and Astronomy,20,5,186,0.240972,0.113752
A5067723943,David Herrera,Physics and Astronomy; Computer Science; Medicine,14,5,163,0.32243,0.197692
A5001498056,B. Irwin,Physics and Astronomy,10,5,80,0.561279,0.061599
A5108132551,R. Hulsken,Physics and Astronomy,9,5,57,,
A5107916971,R. Hulsken,Physics and Astronomy,9,5,167,,
A5107912530,C. Nelson,Physics and Astronomy,9,5,77,,
A5107932460,R. J. Ward,Physics and Astronomy,11,5,248,,
A5107868486,Graeme Smecher,Physics and Astronomy,11,5,133,0.512737,0.142678
A5060893977,Ollivier Dyens,Computer Science; Arts and Humanities; Physics and Astronomy,28,5,140,0.301524,0.143195
A5103159546,Christopher McLaughlin,Medicine; Physics and Astronomy,11,5,98,0.301799,0.241878
A5090502290,C.-Y. Li,Engineering; Materials Science; Physics and Astronomy,9,5,185,0.597741,0.11104
A5077284142,D.K. McMillan,"Physics and Astronomy; Earth and Planetary Sciences; Biochemistry, Genetics and Molecular Biology",6,5,113,,
A5064524483,M. Savard,Physics and Astronomy; Engineering,7,5,119,0.515005,0.101191
A5061427541,Stephen Kishner,Materials Science; Chemical Engineering; Physics and Astronomy,7,5,88,0.408295,0.141362
A5086606925,M. Imrul Kayes,Physics and Astronomy; Engineering,11,5,111,0.587911,0.13587
A5079682283,Hannah Fronenberg,Physics and Astronomy,9,5,46,0.649709,0.126669
A5017426967,M. Mony,Engineering; Physics and Astronomy,14,5,90,0.528986,0.132935
A5074558703,J. E. Chisham,Engineering; Physics and Astronomy; Materials Science,9,5,145,0.689352,0.095179
A5105870210,X. Y. Shen,Physics and Astronomy,15,5,117,,
A5056970822,Vahid Shahabadi,Physics and Astronomy; Engineering; Earth and Planetary Sciences,11,5,138,0.609188,0.163795
A5070817660,Iman Gholami,Engineering; Physics and Astronomy; Environmental Science,5,5,68,,
A5068915118,Eric Thul,Neuroscience; Computer Science; Physics and Astronomy,5,5,80,0.527747,0.250093
A5043534089,Antoine Roy-Gobeil,Engineering; Physics and Astronomy; Chemistry,7,5,94,0.599527,0.148211
A5066794657,John Mitry,Computer Science; Physics and Astronomy; Neuroscience,5,5,157,0.192372,0
A5021648384,Evan McNabb,Medicine; Engineering; Physics and Astronomy,29,5,111,0.377384,0.141055
A5022678098,Nicolas Gastellu,Materials Science; Engineering; Physics and Astronomy,11,5,249,0.643637,0.194235
A5114222163,R. Juran,Medicine; Physics and Astronomy; Engineering,16,5,135,0.340041,0.116416
A5110340878,Adele Khavari,"Biochemistry, Genetics and Molecular Biology; Physics and Astronomy; Engineering",16,5,212,0.35316,0.213805
A5017984102,Björn Morén,Physics and Astronomy; Medicine,20,5,102,0.436475,0.157432
A5018804648,Oscar Ávila Åkerberg,Neuroscience; Physics and Astronomy; Computer Science,7,5,52,0.642276,0.0974
A5051724665,D. Lascelles,Environmental Science; Engineering; Physics and Astronomy,6,5,99,0.996932,0
A5086998206,Tristan L. Britt,Materials Science; Physics and Astronomy,16,5,94,0.541046,0.172205
A5085952243,Parisa Moslemi,Physics and Astronomy; Engineering,16,5,75,0.592416,0.148063
A5107942030,C. Nelson,Physics and Astronomy; Computer Science,12,5,247,,
A5084266389,Ajaypal Singh Dhillon,Engineering; Physics and Astronomy,12,5,56,0.639936,0.116071
A5066676950,Debarshi Patanjali Ghoshal,Engineering; Computer Science; Physics and Astronomy,12,5,111,0.606274,0.166728
A5057958888,Matthieu Nannini,Engineering; Chemical Engineering; Physics and Astronomy,12,5,93,0.43788,0.114671
A5049404858,Isaac Mognet,Physics and Astronomy,21,5,750,0.527543,0.18717
A5110703471,B. Morin,Materials Science; Physics and Astronomy; Chemistry,8,5,90,0.52429,0.166536
A5062073430,Adel Merdassi,Engineering; Physics and Astronomy,9,5,64,0.606833,0.117619
A5059661233,J. Deslauriers,Physics and Astronomy,9,5,83,0.780856,0.068166
A5029872588,Arnaud Lepage-Jutier,Physics and Astronomy; Mathematics,6,5,212,0.751505,0.042793
A5029802575,Reza Kasrai,Physics and Astronomy; Neuroscience; Psychology,12,5,265,0.370463,0.181614
A5060370636,Ali Akbarzadeh‐Sharbaf,Engineering; Physics and Astronomy; Computer Science,16,5,69,0.605923,0.090894
A5024336501,S. Radhakant,Physics and Astronomy; Earth and Planetary Sciences; Environmental Science,12,5,126,0.35835,0.126994
A5037674703,Miloš Broćić,Social Sciences; Physics and Astronomy,16,5,167,0.407658,0.216319
A5022119913,Milad Fathabadi,Physics and Astronomy; Engineering; Materials Science,16,5,109,0.567595,0.1264
A5014964211,J L Tyler,"Medicine; Physics and Astronomy; Biochemistry, Genetics and Molecular Biology",6,5,398,0.495471,0.089458
A5011964869,Hardik Vala,Computer Science; Physics and Astronomy; Social Sciences,6,5,186,0.315378,0.131802
A5085862594,Dominique Matte,Engineering; Physics and Astronomy; Materials Science,8,5,140,0.388368,0.196351
A5084304808,F. Cayouette,Physics and Astronomy; Medicine; Engineering,8,5,181,0.504927,0.187066
A5021877627,A. A. Clerk,Computer Science; Physics and Astronomy,5,5,344,0.646656,0.053404
A5112054309,B. G. Clark,Physics and Astronomy; Medicine; Engineering,17,5,219,0.553845,0.081387
A5111031143,Z. Hockenbery,Physics and Astronomy; Chemistry,17,5,109,0.594959,0.103965
A5110534940,S. Roose,Physics and Astronomy; Engineering; Computer Science,17,5,816,0.484673,0.150914
A5106672931,Scott P. Wakely,Physics and Astronomy,17,5,90,0.471888,0.113736
A5029170501,Bryan Sanctuary,Physics and Astronomy; Mathematics; Medicine,35,5,79,0.685028,0.123645
A5068763098,B. Parazin,Physics and Astronomy; Environmental Science; Earth and Planetary Sciences,8,5,157,0.372441,0.185798
A5004865418,Eli Martel,Physics and Astronomy; Materials Science; Engineering,9,5,86,0.495277,0.181323
A5063312962,Ata Madanchi,"Materials Science; Physics and Astronomy; Economics, Econometrics and Finance",17,5,118,0.533649,0.190595
A5051078337,Julien Bancheri,Physics and Astronomy; Medicine; Engineering,17,5,75,0.447421,0.117512
A5057322523,S. Ray,Physics and Astronomy; Computer Science,8,5,82,0.606499,0
A5111925043,Renato Costa,"Physics and Astronomy; Economics, Econometrics and Finance",7,5,107,0.621917,0.070385
A5113670894,H. Kim,Physics and Astronomy,5,5,315,,
A5107941438,B. A. Roberts,Physics and Astronomy,7,5,154,,
A5107909808,K. Nelson,Physics and Astronomy; Engineering,7,5,185,,
A5105633473,C. M. Robles Gajardo,Physics and Astronomy,7,5,170,,
A5112257714,Kim Ma,Medicine; Physics and Astronomy; Engineering,25,5,74,0.341329,0.129688
A5086628416,H. Rasiwala,Physics and Astronomy,18,5,204,0.605765,0.15057
A5101925093,S. L. Wong,Physics and Astronomy,25,5,72,0.542245,0.138572
A5111970994,M. Schram,Physics and Astronomy,5,5,321,,
A5111885918,B. Hinrichsen,Physics and Astronomy,5,5,298,,
A5074358488,Nikhil Anand,Physics and Astronomy,13,5,416,0.578095,0.1787
A5073556891,Hao Jiao,Physics and Astronomy,13,5,172,0.656611,0.110678
A5109912853,S. H. Robertson,Physics and Astronomy,5,5,516,,
A5109879421,S. H. Robertson,Physics and Astronomy,5,5,198,,
A5042195393,Rania Gamal,Engineering; Physics and Astronomy,8,5,131,0.571104,0.178388
A5039395183,Ivan Savov,Computer Science; Engineering; Physics and Astronomy,8,5,66,0.676692,0.085054
A5085602741,J. R. Shea,Earth and Planetary Sciences; Environmental Science; Physics and Astronomy,7,5,202,0.224154,0.105415
A5105893015,Raphael Alain Hulsken,Physics and Astronomy; Computer Science,26,5,65,,
A5008583895,Y. Afek,Physics and Astronomy,18,5,114,0.562377,0.124191
A5057843114,Éric Bissonnette,Physics and Astronomy,13,5,128,0.476742,0.202059
A5048451865,Aaron Mascaro,Physics and Astronomy; Engineering,13,5,123,0.55317,0.232204
A5107905828,C. Nelson,Physics and Astronomy,5,5,187,,
A5107874944,R. Mantifel,Physics and Astronomy,5,5,305,,
A5107720812,B. Chapleau,Physics and Astronomy,5,5,610,,
A5106454920,S. H. Robertson,Physics and Astronomy,5,5,177,,
A5105985674,R. Janicek,Physics and Astronomy; Mathematics,5,5,305,,
A5105936518,R. Mantifel,Physics and Astronomy,5,5,374,,
A5105420317,M. Schram,Physics and Astronomy,5,5,273,,
A5105236417,M. Klemetti,Physics and Astronomy,5,5,340,,
A5105183658,P. Sinervo,Physics and Astronomy,5,5,86,,
A5105142895,G. Williams,Physics and Astronomy,5,5,155,,
A5104780541,P. M. Patel,Physics and Astronomy,5,5,236,,
A5083782161,Dorothée Almecija,Engineering; Materials Science; Physics and Astronomy,7,5,372,0.34515,0.188313
A5004337639,Constanza Martínez,"Biochemistry, Genetics and Molecular Biology; Medicine; Physics and Astronomy",18,5,310,0.444861,0.147304
A5100758645,Yuxuan Xie,Engineering; Physics and Astronomy,19,5,70,0.583143,0.120181
A5027757639,Ian Hendricksen,Physics and Astronomy; Environmental Science; Engineering,13,5,104,0.536264,0.169598
A5109218100,A. Robichaud-Veronneau,Physics and Astronomy,6,5,315,,
A5108125221,R. Hulsken,Physics and Astronomy,6,5,168,,
A5081815034,Melissa Mendes,Physics and Astronomy; Earth and Planetary Sciences,19,5,255,0.49047,0.260019
A5081159730,Eric Bisaillon,Engineering; Materials Science; Physics and Astronomy,19,5,144,0.55586,0.117695
A5077069415,Olivier Trottier,"Biochemistry, Genetics and Molecular Biology; Neuroscience; Physics and Astronomy",19,5,179,0.441359,0.249152
A5007564876,Joel Beaudry,Physics and Astronomy; Medicine,26,5,101,0.568358,0.173344
A5019141112,Alireza Seyedkanani,Engineering; Physics and Astronomy,13,5,231,0.59309,0.137489
A5103404168,Nelson Lee,Chemistry; Physics and Astronomy; Materials Science,6,4,49,,
A5101679410,Z. Mahmoodi,"Physics and Astronomy; Engineering; Biochemistry, Genetics and Molecular Biology",6,4,47,0.426123,0.150582
A5017432601,Sjoerd E. Crans,Mathematics; Computer Science; Physics and Astronomy,8,4,209,0.551494,0.025081
A5040307781,Tamara Ménard,Environmental Science; Physics and Astronomy; Engineering,19,4,70,0.283016,0.199882
A5107908452,Anindya Dey,Physics and Astronomy; Mathematics,14,4,214,0.48653,0.307565
A5100755612,Sylvester Zhang,Engineering; Physics and Astronomy; Chemical Engineering,14,4,229,0.397885,0.148769
A5088979395,C. R. Hu,Physics and Astronomy,5,4,143,0.567909,0.08289
A5087114137,D. Tootill,Physics and Astronomy; Environmental Science,5,4,69,0.36225,0.22392
A5084705709,Olivier Laroche,Physics and Astronomy; Engineering,5,4,321,0.318264,0.280297
A5091058476,Seyedeh Nasim Rezaei,Physics and Astronomy; Decision Sciences; Engineering,6,4,65,0.657003,0.144616
A5008608391,Michael Caouette-Mansour,Materials Science; Earth and Planetary Sciences; Physics and Astronomy,8,4,29,0.640553,0.164034
A5007215167,Jérémie Vinet,Physics and Astronomy; Earth and Planetary Sciences,8,4,284,0.525264,0.277079
A5011284754,M. M. Shapiro,Chemistry; Materials Science; Physics and Astronomy,10,4,192,0.462258,0.180239
A5005394711,César Cañas,Computer Science; Physics and Astronomy,10,4,79,0.606625,0.121699
A5047748550,Jennifer Glover,Physics and Astronomy; Earth and Planetary Sciences,14,4,46,0.311163,0.188396
A5054905774,H. Kim,Physics and Astronomy,4,4,71,,
A5111516725,C. Gingras,Physics and Astronomy,11,4,189,0.36049,0.238669
A5109866616,E. Lambert,Physics and Astronomy; Chemistry; Earth and Planetary Sciences,11,4,99,0.859184,0
A5082421578,M. Louisa Newbury,Chemistry; Physics and Astronomy; Medicine,6,4,84,0.310194,0.118716
A5079033798,Isabelle Jean,Physics and Astronomy; Engineering,6,4,62,0.320281,0.066833
A5071783196,Kyriakos Moditis,Engineering; Physics and Astronomy,6,4,153,0.778857,0.021374
A5057894134,Saad Rabbani,Engineering; Physics and Astronomy; Materials Science,7,4,116,0.430278,0.17537
A5053330779,P. Mercure,Physics and Astronomy; Computer Science,7,4,154,0.443885,0.319611
A5075222009,Felix Mathew,"Medicine; Physics and Astronomy; Biochemistry, Genetics and Molecular Biology",9,4,52,0.556424,0.215312
A5064971468,Mohammad Rezagholipour Dizaji,Engineering; Physics and Astronomy,11,4,74,0.584556,0.095681
A5069943891,Hong Guo,Physics and Astronomy; Materials Science; Computer Science,9,4,50,0.55455,0.082747
A5074687699,Razvan Ciuca,Physics and Astronomy,5,4,63,0.751031,0.108917
A5101770489,Arnab Sinha,Physics and Astronomy; Engineering; Computer Science,15,4,127,0.532108,0.182735
A5044672183,S. Kecani,Medicine; Physics and Astronomy,4,4,100,0.579858,0.133081
A5051990426,F. Villamagna,"Chemistry; Physics and Astronomy; Biochemistry, Genetics and Molecular Biology",7,4,71,0.416269,0.092791
A5046409580,Emmanuelle Laprise,Engineering; Physics and Astronomy,7,4,154,0.644067,0.104818
A5050419316,Behnam Banan,Engineering; Physics and Astronomy,11,4,49,0.56223,0.122916
A5067877466,Y.S. Liu,Engineering; Physics and Astronomy,5,4,50,0.58455,0.050949
A5089244398,Catherine L. Stauffer,Earth and Planetary Sciences; Environmental Science; Physics and Astronomy,15,4,248,0.547118,0.212158
A5075432810,Jonathan Armoza,Medicine; Neuroscience; Physics and Astronomy,15,4,134,0.50671,0.280058
A5074415206,Mansour Dastmalchi,Physics and Astronomy; Engineering,15,4,87,0.603951,0.097029
A5064626015,Jalal Al Rahbani,"Biochemistry, Genetics and Molecular Biology; Physics and Astronomy",6,4,57,0.361204,0.286721
A5064379837,Jessica Beth Polk,Physics and Astronomy; Medicine; Immunology and Microbiology,6,4,123,0.512381,0.175028
A5062099730,Oscar M. Matus Rivas,Chemistry; Physics and Astronomy; Materials Science,6,4,49,0.585739,0.085045
A5066944087,Tommy Reddad,Mathematics; Computer Science; Physics and Astronomy,9,4,115,0.46024,0.151855
A5066460181,Xiaoya Judy Wang,Physics and Astronomy; Materials Science,9,4,57,0.581515,0.206416
A5066522105,Jeremie Choquette,Physics and Astronomy,5,4,114,0.655883,0.095449
A5064182967,J. Park,Physics and Astronomy,5,4,216,0.514348,0.292087
A5060129180,P.J. Boyle,Physics and Astronomy; Medicine,5,4,132,0.388815,0
A5113542888,Jo rgen Vitting Andersen,Physics and Astronomy; Materials Science; Engineering,4,4,113,0.482163,0.051022
A5029624614,Luc Dallaire,Medicine; Health Professions; Physics and Astronomy,7,4,417,0.442911,0.362004
A5029458310,Matthias Westrich,Physics and Astronomy; Computer Science; Mathematics,7,4,74,0.619063,0
A5111916998,J. Mc Donald,Physics and Astronomy; Engineering,4,4,424,,
A5111844543,Marcel J. Sankeralli,Neuroscience; Physics and Astronomy; Psychology,4,4,237,0.769643,0.03735
A5009284823,Aline Favero,Physics and Astronomy,11,4,37,0.577972,0.162985
A5004823976,Heemal Parimoo,Physics and Astronomy; Materials Science; Engineering,11,4,43,0.776463,0.052485
A5058902289,H. Kim,Physics and Astronomy,6,4,66,,
A5055077220,David St-Amand,Neuroscience; Physics and Astronomy; Psychology,5,4,42,0.524777,0.23325
A5039625570,Gebrehiwot Tesfay Zeweldi,Engineering; Physics and Astronomy,20,4,111,0.562713,0.208485
A5002690365,Louis-Sébastien Guimond,Computer Science; Mathematics; Physics and Astronomy,11,4,80,0.321673,0.162614
A5034817590,A. Chirita,Materials Science; Physics and Astronomy; Engineering,30,4,54,0.384205,0.141222
A5052646872,B. A. Howarth,Engineering; Physics and Astronomy,5,4,30,0.487341,0.14541
A5028776516,H. Kim,Physics and Astronomy; Engineering,4,4,64,,
A5013426373,Nicolas Dutil,Computer Science; Physics and Astronomy; Mathematics,7,4,78,0.735009,0.166535
A5051544742,Rahi Modirnia,Engineering; Physics and Astronomy,6,4,46,0.517662,0.165775
A5108125131,R. Hulsken,Physics and Astronomy,4,4,107,,
A5108096207,S. Sabik,Physics and Astronomy,4,4,378,,
A5050977562,Olivier Carpentier,Engineering; Physics and Astronomy,6,4,94,0.550846,0.057706
A5107929745,T. Kwan,Physics and Astronomy,4,4,141,,
A5107923015,N. Warrack,Physics and Astronomy,4,4,106,,
A5107912558,S. H. Robertson,Physics and Astronomy,4,4,216,,
A5049293318,Y.B. Lauziere,Computer Science; Engineering; Physics and Astronomy,5,4,316,0.508323,0.218396
A5046760090,A. Legault,Physics and Astronomy; Earth and Planetary Sciences,5,4,234,0.31802,0.260642
A5045904697,P. Varfalvy,Engineering; Physics and Astronomy; Chemistry,5,4,86,0.524059,0.093212
A5045439662,Andreas Spielhofer,Physics and Astronomy; Engineering,5,4,131,0.598088,0.025213
A5045063318,C. Chen,"Engineering; Physics and Astronomy; Biochemistry, Genetics and Molecular Biology",5,4,63,0.388378,0.207643
A5111610510,M.Y. Almaghrabi,"Physics and Astronomy; Medicine; Biochemistry, Genetics and Molecular Biology",21,4,75,0.301461,0.113458
A5107899951,Scott Wakely,Physics and Astronomy,21,4,49,0.439502,0.237212
A5107909703,C. Nelson,Physics and Astronomy,4,4,116,,
A5107874697,A. Robichaud-Veronneau,Physics and Astronomy,4,4,405,,
A5107846280,H. Kim,Physics and Astronomy,4,4,215,,
A5107725961,A. Robichaud-Veronneau,Physics and Astronomy,4,4,224,,
A5107310020,M. Klemetti,Physics and Astronomy; Computer Science,4,4,2084,,
A5106764720,I. Vollrath,Physics and Astronomy,4,4,239,,
A5106760192,S. Pashapour,Physics and Astronomy,4,4,224,,
A5106749256,R. M. Seddon,Physics and Astronomy,4,4,46,,
A5106575480,S. E. Mclachlin,Physics and Astronomy,4,4,649,,
A5106286160,M. Schram,Physics and Astronomy; Engineering,4,4,141,,
A5106132083,M. Schram,Physics and Astronomy,4,4,259,,
A5105782353,R. Mantifel,Physics and Astronomy,4,4,517,,
A5105729782,G. Williams,Physics and Astronomy,4,4,194,,
A5105690259,T. Spreitzer,Physics and Astronomy,4,4,309,,
A5105624472,R. A. Keyes,Physics and Astronomy,4,4,286,,
A5105545399,R. M. Seddon,Physics and Astronomy; Medicine,4,4,97,,
A5105535746,S. H. Robertson,Physics and Astronomy,4,4,206,,
A5105299786,A. Marin,Physics and Astronomy,4,4,120,,
A5105285247,A. Marin,Physics and Astronomy,4,4,461,,
A5105274703,P. M. Patel,Physics and Astronomy,4,4,225,,
A5105234402,D. Lindemann,Physics and Astronomy,4,4,179,,
A5105228718,P.-H. Beauchemin,Physics and Astronomy,4,4,188,0.693887,0.015332
A5105186111,S. Roe,Physics and Astronomy,4,4,769,,
A5105178433,O. Stelzer-Chilton,Physics and Astronomy,4,4,130,,
A5105162315,J. Mc Donald,Physics and Astronomy,4,4,404,,
A5105161311,R. Snihur,Physics and Astronomy,4,4,139,,
A5105142893,T. Spreitzer,Physics and Astronomy,4,4,238,,
A5073260161,Amin Akhshi,Neuroscience; Computer Science; Physics and Astronomy,12,4,70,0.42321,0.230391
A5069629252,Mirta Dumančić,Physics and Astronomy; Medicine,12,4,62,0.49776,0.108539
A5002089446,Vanessa Di Lalla,Medicine; Physics and Astronomy,32,4,74,0.400774,0.184095
A5038231647,Marcel J. Sankeralli,Neuroscience; Physics and Astronomy; Psychology,6,4,156,0.666679,0
A5054032094,Xuening Dong,Engineering; Neuroscience; Physics and Astronomy,12,4,61,0.463403,0.166651
A5047045302,Roman Procyk,Mathematics; Physics and Astronomy; Chemistry,12,4,66,0.607002,0.304834
A5103738513,M. Schram,Physics and Astronomy,4,4,140,,
A5103532090,P. M. Patel,Physics and Astronomy,4,4,115,,
A5015792785,H. S. Kim,Physics and Astronomy,4,4,80,,
A5033813657,Oscar Ávila-Ǻkerberg,Neuroscience; Physics and Astronomy; Computer Science,6,4,173,0.828678,0.026242
A5062447529,Ayşe Melis Aygar,Materials Science; Engineering; Physics and Astronomy,9,4,50,0.569336,0.229893
A5059629191,J. Montgomery,Physics and Astronomy,9,4,33,0.576907,0.095612
A5038651109,Nasrollah Karampour,Physics and Astronomy; Engineering; Materials Science,12,4,32,0.677245,0.176702
A5106668695,Zhan Li,Physics and Astronomy; Computer Science,22,4,49,,
A5040245943,Marcia E. Knutt-Wehlau,Physics and Astronomy,5,4,34,,
A5104507977,S. H. Robertson,Physics and Astronomy,8,4,132,,
A5034083166,Yu Ping Zhang,Materials Science; Physics and Astronomy; Arts and Humanities,5,4,237,0.797424,0.103788
A5021451966,Serban Dobroiu,"Engineering; Physics and Astronomy; Biochemistry, Genetics and Molecular Biology",12,4,72,0.43193,0.126207
A5020753891,K.S. Kuchela,Physics and Astronomy; Engineering,12,4,30,0.484497,0.143628
A5015437588,Abdolhamid Akbarzadeh,Engineering; Physics and Astronomy,22,4,56,0.463029,0.13479
A5004327594,Suman Jyoti De,Physics and Astronomy; Materials Science,12,4,46,0.697282,0.099556
A5035714061,J. Masters,Medicine; Physics and Astronomy,9,4,46,0.248422,0.221411
A5110722842,Mohammad Yaghoubi,Neuroscience; Physics and Astronomy,13,4,147,0.246926,0.19452
A5015203122,Dany Plouffe,Earth and Planetary Sciences; Environmental Science; Physics and Astronomy,6,4,492,0.256663,0.208705
A5009562407,Samar Kaifi,Medicine; Physics and Astronomy,6,4,246,,
A5078136258,E. Shoukry,Engineering; Physics and Astronomy,8,4,28,0.567402,0.157471
A5102989520,Rejane Franco,"Medicine; Biochemistry, Genetics and Molecular Biology; Physics and Astronomy",23,4,37,0.465208,0.141846
A5025209657,Oleg Gubanov,Engineering; Physics and Astronomy; Earth and Planetary Sciences,9,4,68,0.54357,0.141775
A5075033946,Daren Elkrief,"Medicine; Biochemistry, Genetics and Molecular Biology; Physics and Astronomy",8,4,168,0.489585,0.166498
A5019291670,D F Wilford,Physics and Astronomy; Materials Science,5,4,117,0.633012,0.097078
A5020744617,Krum Asiev,Physics and Astronomy; Medicine; Agricultural and Biological Sciences,9,4,108,0.328591,0.26602
A5013378069,Joel Mullins,Physics and Astronomy; Medicine; Agricultural and Biological Sciences,9,4,36,0.53003,0.115429
A5008500933,Samuel Trépanier,Physics and Astronomy,6,4,262,0.319626,0.19387
A5008244055,Anna Delahaye,Physics and Astronomy,6,4,121,0.712742,0.108765
A5005770411,Jean Langot,Physics and Astronomy; Engineering; Materials Science,9,4,39,0.539046,0.16437
A5059482043,James Hormuzdiar,Physics and Astronomy,8,4,60,0.54028,0.125248
A5058942379,Yingjie Qian,Computer Science; Mathematics; Physics and Astronomy,8,4,28,0.578337,0.168699
A5005061149,Gilbert J. Jaar,Engineering; Physics and Astronomy,4,4,135,0.605438,0.152416
A5085124727,Boting Li,Physics and Astronomy; Engineering,24,4,85,0.343149,0.163137
A5065341346,Wyatt A. Behn,Materials Science; Physics and Astronomy; Energy,24,4,114,0.489213,0.178999
